dataset,image_filename,cell_id,x_pixel,y_pixel,class_bethesda,binary_label,crop_path,crop_valid,split
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,19,60,178,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_19.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,20,80,218,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_20.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,21,103,293,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_21.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,22,124,292,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_22.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,23,122,272,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_23.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,24,219,160,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_24.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,25,322,193,HSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_25.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,26,402,161,HSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_26.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,27,986,499,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_27.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,28,941,495,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_28.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,29,946,463,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_29.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,30,889,487,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_30.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,31,872,450,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_31.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,32,829,434,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_32.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,33,836,414,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_33.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,34,973,556,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_34.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,35,468,499,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_35.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,36,279,464,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_36.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,37,212,265,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_37.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,38,131,357,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_38.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,39,68,338,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_39.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,40,317,67,ASC-H,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_40.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,41,1010,92,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_41.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,42,1007,220,LSIL,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_42.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,43,1043,355,Negative for intraepithelial lesion,0,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_43.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,44,960,300,Negative for intraepithelial lesion,0,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_44.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,45,774,337,SCC,1,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_45.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,46,837,644,Negative for intraepithelial lesion,0,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_46.png,True,train
CRIC,9ae8a4edde40219bad6303cebc672ee4.png,47,864,598,Negative for intraepithelial lesion,0,data\processed\cric_crops\9ae8a4edde40219bad6303cebc672ee4_cell_47.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,48,967,704,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_48.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,49,574,420,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_49.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,50,518,515,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_50.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,51,520,344,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_51.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,52,436,270,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_52.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,53,363,618,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_53.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,54,408,484,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_54.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,55,609,123,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_55.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,56,1216,194,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_56.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,57,297,142,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_57.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,58,360,349,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_58.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,59,376,340,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_59.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,60,963,955,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_60.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,61,130,830,Negative for intraepithelial lesion,0,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_61.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,62,381,879,Negative for intraepithelial lesion,0,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_62.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,63,162,640,Negative for intraepithelial lesion,0,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_63.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,64,246,530,Negative for intraepithelial lesion,0,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_64.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,65,607,246,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_65.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,66,541,127,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_66.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,67,227,66,Negative for intraepithelial lesion,0,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_67.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,68,307,63,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_68.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,69,319,90,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_69.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,70,258,283,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_70.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,71,91,373,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_71.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,72,91,364,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_72.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,73,186,470,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_73.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,74,231,469,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_74.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,75,694,95,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_75.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,76,673,498,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_76.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,77,371,405,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_77.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,78,692,657,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_78.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,79,750,749,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_79.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,80,877,900,SCC,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_80.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,81,751,906,HSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_81.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,82,233,344,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_82.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,83,204,390,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_83.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,84,180,380,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_84.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,85,100,463,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_85.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,86,57,256,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_86.png,True,train
CRIC,dc2df7c3f88649ded343b13b9486cddf.png,87,140,267,LSIL,1,data\processed\cric_crops\dc2df7c3f88649ded343b13b9486cddf_cell_87.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,88,578,354,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_88.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,89,588,425,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_89.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,90,98,861,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_90.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,91,210,989,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_91.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,92,102,1000,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_92.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,93,966,495,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_93.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,94,1024,591,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_94.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,95,1012,574,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_95.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,96,734,844,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_96.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,97,1136,180,LSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_97.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,98,1135,139,LSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_98.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,99,1113,56,ASC-US,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_99.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,100,1118,31,ASC-US,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_100.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,101,439,683,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_101.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,102,391,865,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_102.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,103,412,817,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_103.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,104,416,805,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_104.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,105,682,719,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_105.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,106,616,642,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_106.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,107,866,765,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_107.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,108,937,752,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_108.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,109,991,767,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_109.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,110,980,707,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_110.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,111,947,633,SCC,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_111.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,112,818,363,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_112.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,113,877,346,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_113.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,114,1019,402,LSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_114.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,115,461,539,LSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_115.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,116,820,884,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_116.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,117,182,694,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_117.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,118,262,889,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_118.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,119,170,847,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_119.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,120,573,917,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_120.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,121,528,734,Negative for intraepithelial lesion,0,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_121.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,122,456,439,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_122.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,123,468,463,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_123.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,124,492,459,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_124.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,125,442,478,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_125.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,126,348,467,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_126.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,127,271,494,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_127.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,128,293,537,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_128.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,129,272,606,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_129.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,130,751,505,HSIL,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_130.png,True,train
CRIC,0cc6e576dac3046d279bba515e10a7a9.png,131,288,776,ASC-H,1,data\processed\cric_crops\0cc6e576dac3046d279bba515e10a7a9_cell_131.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,132,113,546,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_132.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,133,159,519,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_133.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,134,165,538,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_134.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,135,204,519,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_135.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,136,215,471,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_136.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,137,240,516,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_137.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,138,268,501,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_138.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,139,232,567,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_139.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,140,132,588,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_140.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,141,209,612,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_141.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,142,240,603,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_142.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,143,264,614,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_143.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,144,297,626,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_144.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,145,335,652,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_145.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,146,317,586,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_146.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,147,305,537,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_147.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,148,335,536,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_148.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,149,358,518,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_149.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,150,353,478,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_150.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,151,334,462,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_151.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,152,347,429,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_152.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,153,365,406,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_153.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,154,403,453,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_154.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,155,424,514,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_155.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,156,430,539,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_156.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,157,530,572,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_157.png,True,train
CRIC,dbf4ff8985d6e352b46cd8f42add72e8.png,158,529,557,HSIL,1,data\processed\cric_crops\dbf4ff8985d6e352b46cd8f42add72e8_cell_158.png,True,train
