dataset,image_filename,cell_id,x_pixel,y_pixel,class_bethesda,binary_label,crop_path,crop_valid,split
CRIC,1208a64963167c6b7d56a072f8b8ee1a.png,596,359,339,HSIL,1,data\processed\cric_crops\1208a64963167c6b7d56a072f8b8ee1a_cell_596.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,635,408,348,ASC-H,1,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_635.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,657,837,588,ASC-H,1,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_657.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,706,603,921,Negative for intraepithelial lesion,0,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_706.png,True,train
CRIC,855ef72948b5ef0f051083d1cceca3f9.png,805,633,821,ASC-H,1,data\processed\cric_crops\855ef72948b5ef0f051083d1cceca3f9_cell_805.png,True,train
CRIC,855ef72948b5ef0f051083d1cceca3f9.png,808,608,721,ASC-H,1,data\processed\cric_crops\855ef72948b5ef0f051083d1cceca3f9_cell_808.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,861,1107,372,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_861.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,934,342,1004,Negative for intraepithelial lesion,0,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_934.png,True,train
CRIC,6cdee50089fd0f8937732789776cd025.png,956,238,324,Negative for intraepithelial lesion,0,data\processed\cric_crops\6cdee50089fd0f8937732789776cd025_cell_956.png,True,train
CRIC,b7c9bdb02733f1e3d77ac191115c15f7.png,1022,52,682,Negative for intraepithelial lesion,0,data\processed\cric_crops\b7c9bdb02733f1e3d77ac191115c15f7_cell_1022.png,True,train
CRIC,b7c9bdb02733f1e3d77ac191115c15f7.png,1030,913,603,Negative for intraepithelial lesion,0,data\processed\cric_crops\b7c9bdb02733f1e3d77ac191115c15f7_cell_1030.png,True,train
CRIC,78d680144e599148615a263fb6048f66.png,1066,652,517,Negative for intraepithelial lesion,0,data\processed\cric_crops\78d680144e599148615a263fb6048f66_cell_1066.png,True,train
CRIC,39f65c61194a94113080add1c7d5a198.png,1078,999,426,ASC-US,1,data\processed\cric_crops\39f65c61194a94113080add1c7d5a198_cell_1078.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1098,1035,87,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1098.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1101,1223,604,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1101.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1105,707,987,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1105.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1106,553,706,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1106.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1113,482,722,ASC-US,1,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1113.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1121,652,772,Negative for intraepithelial lesion,0,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1121.png,True,train
CRIC,b73f6ce80af2295f03792c3c2bdc338b.png,1236,705,636,Negative for intraepithelial lesion,0,data\processed\cric_crops\b73f6ce80af2295f03792c3c2bdc338b_cell_1236.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1281,639,399,Negative for intraepithelial lesion,0,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1281.png,True,train
CRIC,6a2ed524278daea0ddd2f37a47ca2b69.png,1297,753,972,Negative for intraepithelial lesion,0,data\processed\cric_crops\6a2ed524278daea0ddd2f37a47ca2b69_cell_1297.png,True,train
CRIC,92eb1f2563016d967eb885ee1a5fd2dd.png,1326,514,124,Negative for intraepithelial lesion,0,data\processed\cric_crops\92eb1f2563016d967eb885ee1a5fd2dd_cell_1326.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1419,862,750,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1419.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1450,154,576,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1450.png,True,train
CRIC,ceff389b4171940ab84ba46c42fbeb72.png,1593,575,555,Negative for intraepithelial lesion,0,data\processed\cric_crops\ceff389b4171940ab84ba46c42fbeb72_cell_1593.png,True,train
CRIC,151e9e19a4a8a347e2eeb00ad52a210f.png,1632,575,569,LSIL,1,data\processed\cric_crops\151e9e19a4a8a347e2eeb00ad52a210f_cell_1632.png,True,train
CRIC,060d7d018977ad7cca7643f2deb6f3e8.png,1648,1039,220,Negative for intraepithelial lesion,0,data\processed\cric_crops\060d7d018977ad7cca7643f2deb6f3e8_cell_1648.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1687,585,442,LSIL,1,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1687.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1708,634,914,Negative for intraepithelial lesion,0,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1708.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1756,595,78,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1756.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1766,794,385,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1766.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1783,703,986,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1783.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1797,674,767,Negative for intraepithelial lesion,0,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1797.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1803,993,652,ASC-US,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1803.png,True,train
CRIC,2810965a78043a20fc999bfddec80b90.png,1813,847,395,LSIL,1,data\processed\cric_crops\2810965a78043a20fc999bfddec80b90_cell_1813.png,True,train
CRIC,aff2bee962c634294622f44a16b4f968.png,1837,815,711,Negative for intraepithelial lesion,0,data\processed\cric_crops\aff2bee962c634294622f44a16b4f968_cell_1837.png,True,train
CRIC,dbb1bf3a7bced124e9f9012a950eb06b.png,1854,634,183,ASC-US,1,data\processed\cric_crops\dbb1bf3a7bced124e9f9012a950eb06b_cell_1854.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1979,955,255,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1979.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1987,974,444,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1987.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2011,712,532,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2011.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2021,790,647,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2021.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2035,742,210,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2035.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2039,925,149,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2039.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2044,150,935,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2044.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2053,783,909,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2053.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2064,1023,812,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2064.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2071,1094,904,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2071.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2084,1097,148,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2084.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2093,213,516,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2093.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2104,220,725,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2104.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2110,353,630,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2110.png,True,train
CRIC,16032768fe56bbb933730762d726d263.png,2190,495,302,Negative for intraepithelial lesion,0,data\processed\cric_crops\16032768fe56bbb933730762d726d263_cell_2190.png,True,train
CRIC,515abacf9c89f439f90e7d34b406f581.png,2245,924,455,LSIL,1,data\processed\cric_crops\515abacf9c89f439f90e7d34b406f581_cell_2245.png,True,train
CRIC,515abacf9c89f439f90e7d34b406f581.png,2249,952,582,LSIL,1,data\processed\cric_crops\515abacf9c89f439f90e7d34b406f581_cell_2249.png,True,train
CRIC,515abacf9c89f439f90e7d34b406f581.png,2264,700,707,LSIL,1,data\processed\cric_crops\515abacf9c89f439f90e7d34b406f581_cell_2264.png,True,train
CRIC,515abacf9c89f439f90e7d34b406f581.png,2272,158,364,Negative for intraepithelial lesion,0,data\processed\cric_crops\515abacf9c89f439f90e7d34b406f581_cell_2272.png,True,train
CRIC,a26e4ca310cc5150b95c849657f6d0d9.png,2276,693,694,LSIL,1,data\processed\cric_crops\a26e4ca310cc5150b95c849657f6d0d9_cell_2276.png,True,train
CRIC,fb5e83755f682922aee859fd52013c36.png,2286,615,567,Negative for intraepithelial lesion,0,data\processed\cric_crops\fb5e83755f682922aee859fd52013c36_cell_2286.png,True,train
CRIC,9a847d90855db08e9dbd0b040689c3cb.png,2290,668,491,LSIL,1,data\processed\cric_crops\9a847d90855db08e9dbd0b040689c3cb_cell_2290.png,True,train
CRIC,9a847d90855db08e9dbd0b040689c3cb.png,2304,659,760,LSIL,1,data\processed\cric_crops\9a847d90855db08e9dbd0b040689c3cb_cell_2304.png,True,train
CRIC,40387ef8bd22eb5167427ca9a25bc65a.png,2355,110,47,Negative for intraepithelial lesion,0,data\processed\cric_crops\40387ef8bd22eb5167427ca9a25bc65a_cell_2355.png,True,train
CRIC,491840cea6a38ba8af9779a0ec319f4e.png,2399,1165,522,Negative for intraepithelial lesion,0,data\processed\cric_crops\491840cea6a38ba8af9779a0ec319f4e_cell_2399.png,True,train
CRIC,5921d98f5baacc86b3a1445540c858ee.png,2489,1014,796,Negative for intraepithelial lesion,0,data\processed\cric_crops\5921d98f5baacc86b3a1445540c858ee_cell_2489.png,True,train
CRIC,9cb5c0144965b0274edc70210f100940.png,2528,557,212,Negative for intraepithelial lesion,0,data\processed\cric_crops\9cb5c0144965b0274edc70210f100940_cell_2528.png,True,train
CRIC,debaf960d9af83738102e03ce40d4cc3.png,2566,864,362,LSIL,1,data\processed\cric_crops\debaf960d9af83738102e03ce40d4cc3_cell_2566.png,True,train
CRIC,debaf960d9af83738102e03ce40d4cc3.png,2576,965,250,LSIL,1,data\processed\cric_crops\debaf960d9af83738102e03ce40d4cc3_cell_2576.png,True,train
CRIC,5b9327cfecd550d543d371d0c94b2bad.png,2656,1163,867,Negative for intraepithelial lesion,0,data\processed\cric_crops\5b9327cfecd550d543d371d0c94b2bad_cell_2656.png,True,train
CRIC,aee74e3c1bcd82561303ee974d31c08f.png,2737,903,447,LSIL,1,data\processed\cric_crops\aee74e3c1bcd82561303ee974d31c08f_cell_2737.png,True,train
CRIC,aee74e3c1bcd82561303ee974d31c08f.png,2749,593,545,LSIL,1,data\processed\cric_crops\aee74e3c1bcd82561303ee974d31c08f_cell_2749.png,True,train
CRIC,30cef53c58d14524f9d49e24af9887fa.png,2802,375,379,Negative for intraepithelial lesion,0,data\processed\cric_crops\30cef53c58d14524f9d49e24af9887fa_cell_2802.png,True,train
CRIC,c5304cb4ceea0d7c9c64e26b6b3e804e.png,2813,222,453,Negative for intraepithelial lesion,0,data\processed\cric_crops\c5304cb4ceea0d7c9c64e26b6b3e804e_cell_2813.png,True,train
CRIC,7c38ddce962298663b96ec38a7561b56.png,2839,714,316,Negative for intraepithelial lesion,0,data\processed\cric_crops\7c38ddce962298663b96ec38a7561b56_cell_2839.png,True,train
CRIC,7c38ddce962298663b96ec38a7561b56.png,2847,378,72,Negative for intraepithelial lesion,0,data\processed\cric_crops\7c38ddce962298663b96ec38a7561b56_cell_2847.png,True,train
CRIC,7b04019e566ede8ebbbce0ffd3a7601e.png,2900,1004,288,Negative for intraepithelial lesion,0,data\processed\cric_crops\7b04019e566ede8ebbbce0ffd3a7601e_cell_2900.png,True,train
CRIC,ba64e833160b9da794e7aeb64207ba69.png,2909,868,638,ASC-US,1,data\processed\cric_crops\ba64e833160b9da794e7aeb64207ba69_cell_2909.png,True,train
CRIC,ba64e833160b9da794e7aeb64207ba69.png,2913,153,144,Negative for intraepithelial lesion,0,data\processed\cric_crops\ba64e833160b9da794e7aeb64207ba69_cell_2913.png,True,train
CRIC,ba64e833160b9da794e7aeb64207ba69.png,2917,687,25,Negative for intraepithelial lesion,0,data\processed\cric_crops\ba64e833160b9da794e7aeb64207ba69_cell_2917.png,True,train
CRIC,ba64e833160b9da794e7aeb64207ba69.png,2925,928,760,Negative for intraepithelial lesion,0,data\processed\cric_crops\ba64e833160b9da794e7aeb64207ba69_cell_2925.png,True,train
CRIC,f195a1576fa4437e8f31f35959554eda.png,2962,905,631,Negative for intraepithelial lesion,0,data\processed\cric_crops\f195a1576fa4437e8f31f35959554eda_cell_2962.png,True,train
CRIC,f195a1576fa4437e8f31f35959554eda.png,2973,839,362,Negative for intraepithelial lesion,0,data\processed\cric_crops\f195a1576fa4437e8f31f35959554eda_cell_2973.png,True,train
CRIC,f195a1576fa4437e8f31f35959554eda.png,2978,402,220,Negative for intraepithelial lesion,0,data\processed\cric_crops\f195a1576fa4437e8f31f35959554eda_cell_2978.png,True,train
CRIC,519e7eefd219097919196d38beb06136.png,3078,365,652,ASC-US,1,data\processed\cric_crops\519e7eefd219097919196d38beb06136_cell_3078.png,True,train
CRIC,519e7eefd219097919196d38beb06136.png,3082,465,506,Negative for intraepithelial lesion,0,data\processed\cric_crops\519e7eefd219097919196d38beb06136_cell_3082.png,True,train
CRIC,14ea41d8e885c165390da7e03f594d9d.png,3099,868,277,ASC-US,1,data\processed\cric_crops\14ea41d8e885c165390da7e03f594d9d_cell_3099.png,True,train
CRIC,14ea41d8e885c165390da7e03f594d9d.png,3105,1045,470,Negative for intraepithelial lesion,0,data\processed\cric_crops\14ea41d8e885c165390da7e03f594d9d_cell_3105.png,True,train
CRIC,14ea41d8e885c165390da7e03f594d9d.png,3108,140,605,ASC-US,1,data\processed\cric_crops\14ea41d8e885c165390da7e03f594d9d_cell_3108.png,True,train
CRIC,a57e3c97ad51375f4656963d6bd88f8d.png,3116,767,92,Negative for intraepithelial lesion,0,data\processed\cric_crops\a57e3c97ad51375f4656963d6bd88f8d_cell_3116.png,True,train
CRIC,5966509346d31911ac8644a23e128f56.png,3151,347,806,ASC-US,1,data\processed\cric_crops\5966509346d31911ac8644a23e128f56_cell_3151.png,True,train
CRIC,477a31e5481902c6624a3d0407be13bf.png,3205,365,265,Negative for intraepithelial lesion,0,data\processed\cric_crops\477a31e5481902c6624a3d0407be13bf_cell_3205.png,True,train
CRIC,1e4460705ccdffafa78ceef35bf11ad2.png,3222,890,465,Negative for intraepithelial lesion,0,data\processed\cric_crops\1e4460705ccdffafa78ceef35bf11ad2_cell_3222.png,True,train
CRIC,b5236e7b9f5dc7783cce4dbb5fb1a082.png,3253,328,33,Negative for intraepithelial lesion,0,data\processed\cric_crops\b5236e7b9f5dc7783cce4dbb5fb1a082_cell_3253.png,True,train
CRIC,449a3b9bd9ad2cc080d8960bb3834968.png,3274,639,544,ASC-US,1,data\processed\cric_crops\449a3b9bd9ad2cc080d8960bb3834968_cell_3274.png,True,train
CRIC,449a3b9bd9ad2cc080d8960bb3834968.png,3311,120,588,Negative for intraepithelial lesion,0,data\processed\cric_crops\449a3b9bd9ad2cc080d8960bb3834968_cell_3311.png,True,train
CRIC,449a3b9bd9ad2cc080d8960bb3834968.png,3325,263,674,Negative for intraepithelial lesion,0,data\processed\cric_crops\449a3b9bd9ad2cc080d8960bb3834968_cell_3325.png,True,train
CRIC,449a3b9bd9ad2cc080d8960bb3834968.png,3328,230,954,Negative for intraepithelial lesion,0,data\processed\cric_crops\449a3b9bd9ad2cc080d8960bb3834968_cell_3328.png,True,train
CRIC,5d8297d46d5babc9aaba0652a2a5051f.png,3354,318,997,Negative for intraepithelial lesion,0,data\processed\cric_crops\5d8297d46d5babc9aaba0652a2a5051f_cell_3354.png,True,train
CRIC,4929d79aaa3dcea4133f2a17cb7e10e0.png,3375,759,775,ASC-US,1,data\processed\cric_crops\4929d79aaa3dcea4133f2a17cb7e10e0_cell_3375.png,True,train
CRIC,4929d79aaa3dcea4133f2a17cb7e10e0.png,3402,673,831,Negative for intraepithelial lesion,0,data\processed\cric_crops\4929d79aaa3dcea4133f2a17cb7e10e0_cell_3402.png,True,train
CRIC,4929d79aaa3dcea4133f2a17cb7e10e0.png,3412,844,701,Negative for intraepithelial lesion,0,data\processed\cric_crops\4929d79aaa3dcea4133f2a17cb7e10e0_cell_3412.png,True,train
CRIC,17192f69185395519f65be5358d32c3f.png,3468,1123,739,Negative for intraepithelial lesion,0,data\processed\cric_crops\17192f69185395519f65be5358d32c3f_cell_3468.png,True,train
CRIC,17192f69185395519f65be5358d32c3f.png,3470,272,756,Negative for intraepithelial lesion,0,data\processed\cric_crops\17192f69185395519f65be5358d32c3f_cell_3470.png,True,train
CRIC,0d2057f820c3b157fd030fe3308f60dc.png,3503,925,330,Negative for intraepithelial lesion,0,data\processed\cric_crops\0d2057f820c3b157fd030fe3308f60dc_cell_3503.png,True,train
CRIC,0d2057f820c3b157fd030fe3308f60dc.png,3506,998,159,Negative for intraepithelial lesion,0,data\processed\cric_crops\0d2057f820c3b157fd030fe3308f60dc_cell_3506.png,True,train
CRIC,8725a834d8421b4f506987ce6402613a.png,3547,263,913,Negative for intraepithelial lesion,0,data\processed\cric_crops\8725a834d8421b4f506987ce6402613a_cell_3547.png,True,train
CRIC,8725a834d8421b4f506987ce6402613a.png,3550,44,747,Negative for intraepithelial lesion,0,data\processed\cric_crops\8725a834d8421b4f506987ce6402613a_cell_3550.png,True,train
CRIC,02c6113a42960d9617990a3b291cf65d.png,3621,303,263,Negative for intraepithelial lesion,0,data\processed\cric_crops\02c6113a42960d9617990a3b291cf65d_cell_3621.png,True,train
CRIC,425f92ac0896cfea0e4e674cd449ce23.png,3674,924,790,ASC-US,1,data\processed\cric_crops\425f92ac0896cfea0e4e674cd449ce23_cell_3674.png,True,train
CRIC,3b536324e212ad03ae37afcf97d0c760.png,3777,948,456,Negative for intraepithelial lesion,0,data\processed\cric_crops\3b536324e212ad03ae37afcf97d0c760_cell_3777.png,True,train
CRIC,303399e0cd747a0646339f4e1f6c91a9.png,3864,28,348,Negative for intraepithelial lesion,0,data\processed\cric_crops\303399e0cd747a0646339f4e1f6c91a9_cell_3864.png,True,train
CRIC,da51093be0db6b3ccd477a6aeddc2261.png,3898,398,836,LSIL,1,data\processed\cric_crops\da51093be0db6b3ccd477a6aeddc2261_cell_3898.png,True,train
CRIC,539a88e6ce009eee5398bdbada60ff23.png,3953,774,518,Negative for intraepithelial lesion,0,data\processed\cric_crops\539a88e6ce009eee5398bdbada60ff23_cell_3953.png,True,train
CRIC,539a88e6ce009eee5398bdbada60ff23.png,3970,952,508,LSIL,1,data\processed\cric_crops\539a88e6ce009eee5398bdbada60ff23_cell_3970.png,True,train
CRIC,539a88e6ce009eee5398bdbada60ff23.png,3972,36,175,Negative for intraepithelial lesion,0,data\processed\cric_crops\539a88e6ce009eee5398bdbada60ff23_cell_3972.png,True,train
CRIC,a5ce47f6a10f543bf7fdac28b709d30d.png,4015,674,131,Negative for intraepithelial lesion,0,data\processed\cric_crops\a5ce47f6a10f543bf7fdac28b709d30d_cell_4015.png,True,train
CRIC,a5ce47f6a10f543bf7fdac28b709d30d.png,4053,743,780,ASC-US,1,data\processed\cric_crops\a5ce47f6a10f543bf7fdac28b709d30d_cell_4053.png,True,train
CRIC,c4f51dd4f48d013f69b4c5e2adced54d.png,4074,564,475,LSIL,1,data\processed\cric_crops\c4f51dd4f48d013f69b4c5e2adced54d_cell_4074.png,True,train
CRIC,c4f51dd4f48d013f69b4c5e2adced54d.png,4083,714,247,Negative for intraepithelial lesion,0,data\processed\cric_crops\c4f51dd4f48d013f69b4c5e2adced54d_cell_4083.png,True,train
CRIC,c4f51dd4f48d013f69b4c5e2adced54d.png,4099,434,983,Negative for intraepithelial lesion,0,data\processed\cric_crops\c4f51dd4f48d013f69b4c5e2adced54d_cell_4099.png,True,train
CRIC,d718a645caa4281cefd7d6dc8f54e36b.png,4130,173,357,Negative for intraepithelial lesion,0,data\processed\cric_crops\d718a645caa4281cefd7d6dc8f54e36b_cell_4130.png,True,train
CRIC,d718a645caa4281cefd7d6dc8f54e36b.png,4132,947,597,Negative for intraepithelial lesion,0,data\processed\cric_crops\d718a645caa4281cefd7d6dc8f54e36b_cell_4132.png,True,train
CRIC,431ffd642258bfa70558eb03afa9bc83.png,4154,870,772,Negative for intraepithelial lesion,0,data\processed\cric_crops\431ffd642258bfa70558eb03afa9bc83_cell_4154.png,True,train
CRIC,9dc92f731aa43451aaccdaabbca220fa.png,4224,587,383,Negative for intraepithelial lesion,0,data\processed\cric_crops\9dc92f731aa43451aaccdaabbca220fa_cell_4224.png,True,train
CRIC,8e39307fc74e68a5f4a6ae66764331b4.png,4281,662,599,LSIL,1,data\processed\cric_crops\8e39307fc74e68a5f4a6ae66764331b4_cell_4281.png,True,train
CRIC,38b630ac8a1f02f6a466824f6babaf0e.png,4362,800,502,Negative for intraepithelial lesion,0,data\processed\cric_crops\38b630ac8a1f02f6a466824f6babaf0e_cell_4362.png,True,train
CRIC,38b630ac8a1f02f6a466824f6babaf0e.png,4385,351,974,Negative for intraepithelial lesion,0,data\processed\cric_crops\38b630ac8a1f02f6a466824f6babaf0e_cell_4385.png,True,train
