dataset,image_filename,cell_id,x_pixel,y_pixel,class_bethesda,binary_label,crop_path,crop_valid,split
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,268,758,724,HSIL,1,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_268.png,True,train
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,292,472,499,HSIL,1,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_292.png,True,train
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,316,659,550,HSIL,1,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_316.png,True,train
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,319,1024,335,Negative for intraepithelial lesion,0,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_319.png,True,train
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,320,1029,470,Negative for intraepithelial lesion,0,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_320.png,True,train
CRIC,ba9d94a8fdbaba01220db89cde170b24.png,322,585,834,HSIL,1,data\processed\cric_crops\ba9d94a8fdbaba01220db89cde170b24_cell_322.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,329,249,213,Negative for intraepithelial lesion,0,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_329.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,333,874,95,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_333.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,335,643,102,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_335.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,350,590,332,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_350.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,354,493,359,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_354.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,355,469,297,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_355.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,380,1013,574,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_380.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,394,717,403,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_394.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,409,779,497,HSIL,1,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_409.png,True,train
CRIC,1a1319ef78624dc20d4a43cadde1da01.png,430,975,245,Negative for intraepithelial lesion,0,data\processed\cric_crops\1a1319ef78624dc20d4a43cadde1da01_cell_430.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,454,302,480,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_454.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,458,390,534,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_458.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,462,432,467,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_462.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,466,482,290,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_466.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,473,563,692,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_473.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,484,760,714,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_484.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,488,854,742,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_488.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,497,1095,654,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_497.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,504,1005,515,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_504.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,510,765,328,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_510.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,512,707,444,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_512.png,True,train
CRIC,f1662645f23a20ea9806ca8c6d655fba.png,519,779,561,HSIL,1,data\processed\cric_crops\f1662645f23a20ea9806ca8c6d655fba_cell_519.png,True,train
CRIC,ac20a24b37b7e87dcc375e6b7420d40e.png,543,274,313,Negative for intraepithelial lesion,0,data\processed\cric_crops\ac20a24b37b7e87dcc375e6b7420d40e_cell_543.png,True,train
CRIC,ac20a24b37b7e87dcc375e6b7420d40e.png,548,783,551,Negative for intraepithelial lesion,0,data\processed\cric_crops\ac20a24b37b7e87dcc375e6b7420d40e_cell_548.png,True,train
CRIC,ac20a24b37b7e87dcc375e6b7420d40e.png,550,269,871,Negative for intraepithelial lesion,0,data\processed\cric_crops\ac20a24b37b7e87dcc375e6b7420d40e_cell_550.png,True,train
CRIC,0d07c6d5b42ace6162cff25fc06b21b9.png,554,455,379,LSIL,1,data\processed\cric_crops\0d07c6d5b42ace6162cff25fc06b21b9_cell_554.png,True,train
CRIC,0d07c6d5b42ace6162cff25fc06b21b9.png,564,978,185,Negative for intraepithelial lesion,0,data\processed\cric_crops\0d07c6d5b42ace6162cff25fc06b21b9_cell_564.png,True,train
CRIC,0d07c6d5b42ace6162cff25fc06b21b9.png,586,17,581,Negative for intraepithelial lesion,0,data\processed\cric_crops\0d07c6d5b42ace6162cff25fc06b21b9_cell_586.png,True,train
CRIC,1208a64963167c6b7d56a072f8b8ee1a.png,596,359,339,HSIL,1,data\processed\cric_crops\1208a64963167c6b7d56a072f8b8ee1a_cell_596.png,True,train
CRIC,1208a64963167c6b7d56a072f8b8ee1a.png,611,462,370,HSIL,1,data\processed\cric_crops\1208a64963167c6b7d56a072f8b8ee1a_cell_611.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,635,408,348,ASC-H,1,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_635.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,657,837,588,ASC-H,1,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_657.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,686,505,715,Negative for intraepithelial lesion,0,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_686.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,692,1177,920,Negative for intraepithelial lesion,0,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_692.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,706,603,921,Negative for intraepithelial lesion,0,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_706.png,True,train
CRIC,bef90ce102d8ea3841e78ed81d2d03ea.png,716,309,881,Negative for intraepithelial lesion,0,data\processed\cric_crops\bef90ce102d8ea3841e78ed81d2d03ea_cell_716.png,True,train
CRIC,6a642a0409ea6f1ffd234d666d6c9319.png,720,670,357,ASC-H,1,data\processed\cric_crops\6a642a0409ea6f1ffd234d666d6c9319_cell_720.png,True,train
CRIC,6a642a0409ea6f1ffd234d666d6c9319.png,722,564,250,ASC-H,1,data\processed\cric_crops\6a642a0409ea6f1ffd234d666d6c9319_cell_722.png,True,train
CRIC,6a642a0409ea6f1ffd234d666d6c9319.png,740,720,577,Negative for intraepithelial lesion,0,data\processed\cric_crops\6a642a0409ea6f1ffd234d666d6c9319_cell_740.png,True,train
CRIC,855ef72948b5ef0f051083d1cceca3f9.png,805,633,821,ASC-H,1,data\processed\cric_crops\855ef72948b5ef0f051083d1cceca3f9_cell_805.png,True,train
CRIC,855ef72948b5ef0f051083d1cceca3f9.png,808,608,721,ASC-H,1,data\processed\cric_crops\855ef72948b5ef0f051083d1cceca3f9_cell_808.png,True,train
CRIC,855ef72948b5ef0f051083d1cceca3f9.png,814,603,492,ASC-US,1,data\processed\cric_crops\855ef72948b5ef0f051083d1cceca3f9_cell_814.png,True,train
CRIC,5c64597b1e31000275d0d6d97f935d58.png,815,775,197,ASC-H,1,data\processed\cric_crops\5c64597b1e31000275d0d6d97f935d58_cell_815.png,True,train
CRIC,5c64597b1e31000275d0d6d97f935d58.png,820,747,460,ASC-H,1,data\processed\cric_crops\5c64597b1e31000275d0d6d97f935d58_cell_820.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,835,960,69,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_835.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,861,1107,372,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_861.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,866,982,352,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_866.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,883,687,376,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_883.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,900,419,345,ASC-H,1,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_900.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,928,975,611,Negative for intraepithelial lesion,0,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_928.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,930,834,497,Negative for intraepithelial lesion,0,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_930.png,True,train
CRIC,54562f3bda233bc849ce844c2d6d0809.png,934,342,1004,Negative for intraepithelial lesion,0,data\processed\cric_crops\54562f3bda233bc849ce844c2d6d0809_cell_934.png,True,train
CRIC,6cdee50089fd0f8937732789776cd025.png,956,238,324,Negative for intraepithelial lesion,0,data\processed\cric_crops\6cdee50089fd0f8937732789776cd025_cell_956.png,True,train
CRIC,6cdee50089fd0f8937732789776cd025.png,969,440,700,Negative for intraepithelial lesion,0,data\processed\cric_crops\6cdee50089fd0f8937732789776cd025_cell_969.png,True,train
CRIC,326be63a57e19af9bff9a7df786b9987.png,998,1130,531,Negative for intraepithelial lesion,0,data\processed\cric_crops\326be63a57e19af9bff9a7df786b9987_cell_998.png,True,train
CRIC,b7c9bdb02733f1e3d77ac191115c15f7.png,1017,1164,218,Negative for intraepithelial lesion,0,data\processed\cric_crops\b7c9bdb02733f1e3d77ac191115c15f7_cell_1017.png,True,train
CRIC,b7c9bdb02733f1e3d77ac191115c15f7.png,1022,52,682,Negative for intraepithelial lesion,0,data\processed\cric_crops\b7c9bdb02733f1e3d77ac191115c15f7_cell_1022.png,True,train
CRIC,b7c9bdb02733f1e3d77ac191115c15f7.png,1030,913,603,Negative for intraepithelial lesion,0,data\processed\cric_crops\b7c9bdb02733f1e3d77ac191115c15f7_cell_1030.png,True,train
CRIC,78d680144e599148615a263fb6048f66.png,1066,652,517,Negative for intraepithelial lesion,0,data\processed\cric_crops\78d680144e599148615a263fb6048f66_cell_1066.png,True,train
CRIC,39f65c61194a94113080add1c7d5a198.png,1078,999,426,ASC-US,1,data\processed\cric_crops\39f65c61194a94113080add1c7d5a198_cell_1078.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1098,1035,87,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1098.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1101,1223,604,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1101.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1105,707,987,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1105.png,True,train
CRIC,19b7ae0c1983488b205056be14cb8d3f.png,1106,553,706,Negative for intraepithelial lesion,0,data\processed\cric_crops\19b7ae0c1983488b205056be14cb8d3f_cell_1106.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1113,482,722,ASC-US,1,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1113.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1118,798,255,Negative for intraepithelial lesion,0,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1118.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1121,652,772,Negative for intraepithelial lesion,0,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1121.png,True,train
CRIC,67f61d22243d7d51469eee3071e688cb.png,1130,561,699,Negative for intraepithelial lesion,0,data\processed\cric_crops\67f61d22243d7d51469eee3071e688cb_cell_1130.png,True,train
CRIC,b73f6ce80af2295f03792c3c2bdc338b.png,1232,859,88,Negative for intraepithelial lesion,0,data\processed\cric_crops\b73f6ce80af2295f03792c3c2bdc338b_cell_1232.png,True,train
CRIC,b73f6ce80af2295f03792c3c2bdc338b.png,1236,705,636,Negative for intraepithelial lesion,0,data\processed\cric_crops\b73f6ce80af2295f03792c3c2bdc338b_cell_1236.png,True,train
CRIC,b73f6ce80af2295f03792c3c2bdc338b.png,1246,467,932,Negative for intraepithelial lesion,0,data\processed\cric_crops\b73f6ce80af2295f03792c3c2bdc338b_cell_1246.png,True,train
CRIC,b73f6ce80af2295f03792c3c2bdc338b.png,1247,535,916,Negative for intraepithelial lesion,0,data\processed\cric_crops\b73f6ce80af2295f03792c3c2bdc338b_cell_1247.png,True,train
CRIC,a110c8eecfe599a9120a3aec324f0da8.png,1255,895,636,LSIL,1,data\processed\cric_crops\a110c8eecfe599a9120a3aec324f0da8_cell_1255.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1268,718,605,LSIL,1,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1268.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1269,735,648,LSIL,1,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1269.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1272,143,140,Negative for intraepithelial lesion,0,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1272.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1278,393,237,Negative for intraepithelial lesion,0,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1278.png,True,train
CRIC,f1e600e1264144f6c44514f8abf0191a.png,1281,639,399,Negative for intraepithelial lesion,0,data\processed\cric_crops\f1e600e1264144f6c44514f8abf0191a_cell_1281.png,True,train
CRIC,6a2ed524278daea0ddd2f37a47ca2b69.png,1297,753,972,Negative for intraepithelial lesion,0,data\processed\cric_crops\6a2ed524278daea0ddd2f37a47ca2b69_cell_1297.png,True,train
CRIC,92eb1f2563016d967eb885ee1a5fd2dd.png,1326,514,124,Negative for intraepithelial lesion,0,data\processed\cric_crops\92eb1f2563016d967eb885ee1a5fd2dd_cell_1326.png,True,train
CRIC,92eb1f2563016d967eb885ee1a5fd2dd.png,1330,722,343,Negative for intraepithelial lesion,0,data\processed\cric_crops\92eb1f2563016d967eb885ee1a5fd2dd_cell_1330.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1419,862,750,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1419.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1427,678,567,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1427.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1430,588,745,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1430.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1440,479,535,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1440.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1444,355,709,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1444.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1446,369,664,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1446.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1450,154,576,LSIL,1,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1450.png,True,train
CRIC,8fd47c55033c1488a851a6660cc24f3a.png,1473,702,430,Negative for intraepithelial lesion,0,data\processed\cric_crops\8fd47c55033c1488a851a6660cc24f3a_cell_1473.png,True,train
CRIC,e0c93ad46ad5dac7832427c1eb191c9e.png,1560,1042,2,Negative for intraepithelial lesion,0,data\processed\cric_crops\e0c93ad46ad5dac7832427c1eb191c9e_cell_1560.png,True,train
CRIC,ceff389b4171940ab84ba46c42fbeb72.png,1579,515,570,LSIL,1,data\processed\cric_crops\ceff389b4171940ab84ba46c42fbeb72_cell_1579.png,True,train
CRIC,ceff389b4171940ab84ba46c42fbeb72.png,1593,575,555,Negative for intraepithelial lesion,0,data\processed\cric_crops\ceff389b4171940ab84ba46c42fbeb72_cell_1593.png,True,train
CRIC,151e9e19a4a8a347e2eeb00ad52a210f.png,1632,575,569,LSIL,1,data\processed\cric_crops\151e9e19a4a8a347e2eeb00ad52a210f_cell_1632.png,True,train
CRIC,060d7d018977ad7cca7643f2deb6f3e8.png,1637,629,667,LSIL,1,data\processed\cric_crops\060d7d018977ad7cca7643f2deb6f3e8_cell_1637.png,True,train
CRIC,060d7d018977ad7cca7643f2deb6f3e8.png,1648,1039,220,Negative for intraepithelial lesion,0,data\processed\cric_crops\060d7d018977ad7cca7643f2deb6f3e8_cell_1648.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1679,449,652,LSIL,1,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1679.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1681,428,602,LSIL,1,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1681.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1682,467,607,LSIL,1,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1682.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1687,585,442,LSIL,1,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1687.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1698,853,418,Negative for intraepithelial lesion,0,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1698.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1705,1082,804,Negative for intraepithelial lesion,0,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1705.png,True,train
CRIC,94510a321f43fadd424e96343d6cab76.png,1708,634,914,Negative for intraepithelial lesion,0,data\processed\cric_crops\94510a321f43fadd424e96343d6cab76_cell_1708.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1756,595,78,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1756.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1766,794,385,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1766.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1783,703,986,LSIL,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1783.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1797,674,767,Negative for intraepithelial lesion,0,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1797.png,True,train
CRIC,eb88a78cefd39ef4f57be86f7d6c55b6.png,1803,993,652,ASC-US,1,data\processed\cric_crops\eb88a78cefd39ef4f57be86f7d6c55b6_cell_1803.png,True,train
CRIC,2810965a78043a20fc999bfddec80b90.png,1809,757,507,LSIL,1,data\processed\cric_crops\2810965a78043a20fc999bfddec80b90_cell_1809.png,True,train
CRIC,2810965a78043a20fc999bfddec80b90.png,1810,687,489,LSIL,1,data\processed\cric_crops\2810965a78043a20fc999bfddec80b90_cell_1810.png,True,train
CRIC,2810965a78043a20fc999bfddec80b90.png,1813,847,395,LSIL,1,data\processed\cric_crops\2810965a78043a20fc999bfddec80b90_cell_1813.png,True,train
CRIC,2810965a78043a20fc999bfddec80b90.png,1821,862,952,Negative for intraepithelial lesion,0,data\processed\cric_crops\2810965a78043a20fc999bfddec80b90_cell_1821.png,True,train
CRIC,aff2bee962c634294622f44a16b4f968.png,1837,815,711,Negative for intraepithelial lesion,0,data\processed\cric_crops\aff2bee962c634294622f44a16b4f968_cell_1837.png,True,train
CRIC,dbb1bf3a7bced124e9f9012a950eb06b.png,1854,634,183,ASC-US,1,data\processed\cric_crops\dbb1bf3a7bced124e9f9012a950eb06b_cell_1854.png,True,train
CRIC,12c15166cc92ff5c3ef75f735704365e.png,1888,860,162,Negative for intraepithelial lesion,0,data\processed\cric_crops\12c15166cc92ff5c3ef75f735704365e_cell_1888.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1979,955,255,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1979.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1980,1028,280,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1980.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1985,864,405,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1985.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1987,974,444,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1987.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,1989,1078,345,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_1989.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2011,712,532,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2011.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2014,642,262,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2014.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2021,790,647,ASC-H,1,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2021.png,True,train
CRIC,9073bf65a95626d36c392876535fbd34.png,2035,742,210,Negative for intraepithelial lesion,0,data\processed\cric_crops\9073bf65a95626d36c392876535fbd34_cell_2035.png,True,train
